title,kind,release_date,source,source_url,summary,poster_url,updated_at
National Report,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/76916/national-report,"National Report with Shaun Kraisman and Emma Rechenberg for live breaking news from NY and Washington, on politics, health, finance, and lifestyle that impact you.",https://static.tvmaze.com/uploads/images/medium_portrait/518/1297264.jpg,2026-06-19T18:14:40+00:00
Today 3rd Hour,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/72466/today-3rd-hour,"A news program intended to inform, entertain, inspire and set the agenda each morning. Each daily live broadcast provides current domestic and international news, weather reports, and interviews with newsmakers from the worlds of politics, business, media, entertainment and sports.",https://static.tvmaze.com/uploads/images/medium_portrait/608/1520443.jpg,2026-06-19T18:14:40+00:00
NewsNation Live with Marni Hughes,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/76884/newsnation-live-with-marni-hughes,NewsNation Live with Marni Hughes brings you a fast-paced look at the latest from the border to Main Street to the White House and around the globe.,https://static.tvmaze.com/uploads/images/medium_portrait/519/1297796.jpg,2026-06-19T18:14:40+00:00
Varney & Company,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/10598/varney-company,"Varney & Company is hosted by veteran business journalist Stuart Varney, noted for his distinctive British accent, hosts this weekday morning program on which he and his guests discuss the implications of political news on the business world, and also how the news of the day affects personal finances. The company Varney keeps includes regular contributors Charles Payne, Sandra Smith and Elizabeth MacDonald, who weigh in on such issues as government spending, health care and bailouts.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536223.jpg,2026-06-19T18:14:40+00:00
America's Newsroom,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/10093/americas-newsroom,Watch ' America's Newsroom ' on Fox News Channel - follow Bill Hemmer and Dana Perino Weekdays 9 a.m. - 11 a.m. ET as they bring you the news that matters to you.,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536195.jpg,2026-06-19T18:14:40+00:00
First Take,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/22382/first-take,"First Take (aka: ESPN First Take) is a weekday sports talk show co-hosted by Stephen A. Smith, Max Kellerman and Molly Qerim who are joined by regular contributors and special guests. The show includes daily sports news, interviews with sports journalists, athletes and personalities, spirited debates, and an assortment of other topics. The show debuted 7 May 2007 as ""Cold Pizza"".",https://static.tvmaze.com/uploads/images/medium_portrait/82/205434.jpg,2026-06-19T18:14:40+00:00
CBS News 24/7,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/77453/cbs-news-247,Live news and top stories on CBS News 24/7.,,2026-06-19T18:14:40+00:00
TODAY with Jenna & Sheinelle,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/88879/today-with-jenna-sheinelle,"America's feel-good morning show with big stars and sweet surprises; Jenna Bush Hager and Sheinelle Jones host an hour of heartfelt connection, inspirational stories, fun and laughs.",https://static.tvmaze.com/uploads/images/medium_portrait/608/1520440.jpg,2026-06-19T18:14:40+00:00
The View,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/6048/the-view,"The View is a live, one-hour daily talk show from ABC co-hosted by Whoopi Goldberg, Joy Behar, Sunny Hostin, Sara Haines, and Meghan McCain. It is the original forum in which real women discuss everyday issues, share their opinions and engage in colorful conversations.",https://static.tvmaze.com/uploads/images/medium_portrait/587/1467740.jpg,2026-06-19T18:14:40+00:00
The Price is Right,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/6657/the-price-is-right,"The Price is Right , originally hosted by Bob Barker until 2007 and Drew Carey thereafter -- features a wide variety of games and contests with the same basic challenge: Guess the prices of everyday (or not-quite-everyday) retail items. Four contestants, all of whom are seated in one of the wildest audiences in daytime game-show history, are called to the stage to play a preliminary pricing round. That winner joins the host on stage for one of more than 70 different pricing games. After three such games, the contestants spin a big wheel -- hoping to get as close to $1 as possible -- in the ""Showcase Showdown"". The two highest winners of that round advance to the final, where prizes could be cars or roomsful of furniture. A trio of models presents the prizes.",https://static.tvmaze.com/uploads/images/medium_portrait/593/1482527.jpg,2026-06-19T18:14:40+00:00
The Faulkner Focus,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/75842/the-faulkner-focus,Emmy-winning journalist Harris Faulkner provides the latest news driving the day with insightful analysis and interviews with top newsmakers.,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536204.jpg,2026-06-19T18:14:40+00:00
Newsline,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/76967/newsline,"Bianca de la Garza tackles the big news from D.C., N.Y., across America, and around the world!",,2026-06-19T18:14:40+00:00
NBC News Daily,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/73192/nbc-news-daily,NBC News provides viewers with up-to-the-minute national and international news.,https://static.tvmaze.com/uploads/images/medium_portrait/497/1243761.jpg,2026-06-19T18:14:40+00:00
NewsNation Live with Nichole Berlie,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/76885/newsnation-live-with-nichole-berlie,The day's top news headlines with reports from correspondents around the country.,https://static.tvmaze.com/uploads/images/medium_portrait/519/1297795.jpg,2026-06-19T18:14:40+00:00
The Big Money Show,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/76779/the-big-money-show,"Taylor Riggs, Brian Brenberg and Jackie DeAngelis host an informative and fast-paced hour filled with business topics that impact everyone from Wall Street to the average person.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536233.jpg,2026-06-19T18:14:40+00:00
MS NOW Reports,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/71555/ms-now-reports,"MS NOW Reports (formerly MSNBC) offers a live, breaking news format focusing on top political stories, daily events, and human interest segments, providing in-depth coverage of US/world news, politics, and business with familiar anchors, emphasizing justice, truth, and impact on viewers, all under the new ""MS NOW: My Source for News, Opinion, and the World"" brand .",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549482.jpg,2026-06-19T18:14:40+00:00
Outnumbered,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/18862/outnumbered,"Featuring an ensemble of four female panelists and one rotating male, Outnumbered examines the top news stories as well as the leading pop culture and relationship issues dominating the headlines. FNC's Harris Faulkner, Kayleigh McEnany and Emily Compagno lead the program's coverage, while alternating co-panelists weigh in with analysis.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536198.jpg,2026-06-19T18:14:40+00:00
Magicampers,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/69284/magicampers,"Disney's preschool original Magicampers follows the adventures of best friends Darly and Loomis at a day camp for magical creatures on a fantastical island. Darly is half-pig and half-Pegasus, Loomis is half-donkey and half-unicorn, and their young friends are also mythical mashups of all stripes. Every day they go on incredible journeys of discovery and dream of becoming legendary, having their stories told and retold for all time. At the heart of the series, Darly and Loomis will learn that becoming a legend isn't about mastering magic powers or winning the biggest prize — it's about understanding and accepting yourself and others and working together with all kinds of friends.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1547834.jpg,2026-06-19T18:14:40+00:00
The Young and the Restless,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/4344/the-young-and-the-restless,"The Young and the Restless revolves around the rivalries, romances, hopes and fears of the residents of the fictional Midwestern metropolis, Genoa City. The lives and loves of a wide variety of characters mingle through the generations, dominated by the Newman, Abbott, Chancellor, Baldwin and Winters families. ­ When The Young and the Restless premiered in 1973, it revolutionized the daytime drama. It continues to set the standard with strong characters, socially conscious storylines, romance and sensuality.",https://static.tvmaze.com/uploads/images/medium_portrait/593/1482522.jpg,2026-06-19T18:14:40+00:00
GMA3,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/72930/gma3,"GMA3 is a news, health, lifestyle and shopping program.",https://static.tvmaze.com/uploads/images/medium_portrait/586/1465552.jpg,2026-06-19T18:14:40+00:00
America Reports,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/75854/america-reports,A look at the latest news and headlines with Sandra Smith and John Roberts,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536216.jpg,2026-06-19T18:14:40+00:00
The Bold and the Beautiful,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/806/the-bold-and-the-beautiful,"They created a dynasty where passion rules, they are the Forresters, the first name in Fashion. The Bold and the Beautiful , a world of fashion, glamor and romance. A place where power, money and success are there for the taking in a city where dreams really do come true. Follow the lives and loves of the Forresters on The Bold and the Beautiful ...",https://static.tvmaze.com/uploads/images/medium_portrait/593/1482536.jpg,2026-06-19T18:14:40+00:00
Beyond the Gates,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/75194/beyond-the-gates,"Beyond the Gates is set in a leafy Maryland suburb just outside of Washington D.C., and in one the most affluent African American counties in the United States. Here you'll find a posh gated community with winding tree-lined streets and luxurious mansions to call home. At the center of this community are the Duprees, a powerful and prestigious multi-generational family that is the very definition of Black royalty. But behind these pristine walls and lush, manicured gardens are juicy secrets and scandals waiting to be uncovered. And those that live outside these gates are watching closely. These are the places where our characters live, love, work and play. Those who have ""made it"" and those who haven't are all trying to navigate life … and some with more grace than others.",https://static.tvmaze.com/uploads/images/medium_portrait/593/1482540.jpg,2026-06-19T18:14:40+00:00
Katy Tur Reports,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/71514/katy-tur-reports,"The latest breaking news, reporting and live coverage of the day's important stories; hosted by trusted NBC News journalists, these dynamic hours offer discussions with newsmakers, journalists and politicians.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549483.jpg,2026-06-19T18:14:40+00:00
General Hospital,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/4189/general-hospital,"General Hospital , which celebrated its golden anniversary on April 1, 2013, continues its tradition of passion, intrigue and adventure that takes place in the fictional town of Port Charles in upstate New York. The glamour and excitement of those who have come to find their destinies in this familiar seaport town intertwine with the lives, loves and fortunes of beloved, well-known faces. As always, love, danger and mind blowing plot twists continue to abound on General Hospital with contemporary storylines and unforgettable characters.",https://static.tvmaze.com/uploads/images/medium_portrait/521/1302689.jpg,2026-06-19T18:14:40+00:00
American Agenda,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/76968/american-agenda,"American Agenda with hosts Bob Brooks & Katrina Szish is a live, fast-paced look at national news and international events. The program brings viewers the latest from Washington, with insightful analysis from lawmakers and experts, and media reports from New York and around the globe.",https://static.tvmaze.com/uploads/images/medium_portrait/519/1298177.jpg,2026-06-19T18:14:40+00:00
Making Money with Charles Payne,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/10185/making-money-with-charles-payne,"Long-time Wall Street broker and analyst Charles Payne hosts his own daily program Making Money with Charles Payne that helps viewers spot emerging investment prospects. A panel of business and market specialists joins him to discuss the latest headlines, wrap up the day's activities in the markets, and focus on tomorrow's moneymakers. Payne says, ""There are money-making opportunities behind every headline."" His goal is to help viewers ""find their confidence in the markets and realize their long-term dreams and goals.""",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536224.jpg,2026-06-19T18:14:40+00:00
NewsNation Live With Connell McShane,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/77650/newsnation-live-with-connell-mcshane,Connell McShane presents reports and analysis of the day's national and international newsworthy events.,https://static.tvmaze.com/uploads/images/medium_portrait/522/1306619.jpg,2026-06-19T18:14:40+00:00
The Claman Countdown,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/76771/the-claman-countdown,The close of the trading day is covered.,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536229.jpg,2026-06-19T18:14:40+00:00
Let's Make a Deal,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/16482/lets-make-a-deal,"Let's Make a Deal is an updated version of the classic television game show, hosted by Emmy Award-winner Wayne Brady, where audience members try to win cash and prizes by making wacky deals.",https://static.tvmaze.com/uploads/images/medium_portrait/593/1482528.jpg,2026-06-19T18:14:40+00:00
Ariel,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/69269/ariel,"The series follows Ariel as she embarks on fun-filled, action-packed mermaid adventures with her friends. Driven by a deep and unending curiosity about the world around her, Ariel discovers land treasures, like a big floppy hat, squeaky rubber ducky and whisk, that she collects and keeps safe in her crystal cavern. Sometimes, Ariel uses the treasures to help solve problems. With each discovery, Ariel is filled with joy, and her mermaid tail, which changes colors depending on her emotions, lights up and shimmers.",https://static.tvmaze.com/uploads/images/medium_portrait/599/1499132.jpg,2026-06-19T18:14:40+00:00
Deadline: White House,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/29563/deadline-white-house,"Hosted by Nicolle Wallace, this program provides in-depth reporting and dynamic discussions on the political stories driving the news cycle. Nicolle Wallace brings viewers the latest political developments of the day, in addition to interviews with leading newsmakers and influential politicians. Drawing on her years of experience as communications chief for President George W. Bush and senior advisor for the McCain-Palin campaign, Wallace provides political insight and clarity on where key decision-makers stand on complex issues.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549621.jpg,2026-06-19T18:14:40+00:00
The Record with Greta Van Susteren,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/76914/the-record-with-greta-van-susteren,"Award-winning journalist Greta Van Susteren digs into the top stories of the day with the focus on why they matter to the American people. Greta speaks with the top newsmakers on both sides of the aisle, creating a conversation and dialogue that is imperative for the nation's well-being.",https://static.tvmaze.com/uploads/images/medium_portrait/518/1297255.jpg,2026-06-19T18:14:40+00:00
Kudlow,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/76772/kudlow,Host Larry Kudlow leads roundtable discussions on the policies impacting the domestic and global economies and interviews with business influencers across the world.,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536230.jpg,2026-06-19T18:14:40+00:00
SpongeBob SquarePants,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/713/spongebob-squarepants,"Come follow the adventures of the world's most lovable sponge and his starfish sidekick! Though they have the best intentions, SpongeBob and Patrick are always causing trouble… and plenty of laughs! When he's not at the Krusty Krab grilling up some epic Krabby Patties, SpongeBob can be found jellyfishing with Patrick, blowing bubbles, or annoying his favorite neighbor, Squidward! Bikini Bottom is home to the coolest creatures under the sea, and you CAN'T miss out on any of their adventures. Is mayonnaise an instrument? Watch SpongeBob SquarePants to find out! Are you ready, kids? AYE AYE CAPTAIN!",https://static.tvmaze.com/uploads/images/medium_portrait/594/1486607.jpg,2026-06-19T18:14:40+00:00
Ed Henry the Big Take,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/90279/ed-henry-the-big-take,Ed Henry offers his common-sense take on the news.,,2026-06-19T18:14:40+00:00
The Evening Edit,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/76775/the-evening-edit,Host Elizabeth MacDonald interviews industry experts to get the inside scoop on the day's leading headlines as they relate to your wallet.,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536232.jpg,2026-06-19T18:14:40+00:00
Naked News,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/32095/naked-news,"Naked News , billing itself as ""the program with nothing to hide"", is a subscription website featuring a real television newscast. The show is prepared in Toronto and runs daily, with 25-minute episodes 6 days per week. The female anchors read the news fully nude or strip as they present their news segments. Naked News TV is its offshoot pay-per-view or subscription service. Naked News also aired briefly as a late night television series on Citytv Toronto.",https://static.tvmaze.com/uploads/images/medium_portrait/594/1485305.jpg,2026-06-19T18:14:40+00:00
Pardon the Interruption,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/11968/pardon-the-interruption,"Pardon the Interruption is a sports television show that airs weekdays on various ESPN TV channels, TSN, ESPN America, XM, and Sirius satellite radio services, and as a downloadable podcast.",https://static.tvmaze.com/uploads/images/medium_portrait/75/189360.jpg,2026-06-19T18:14:40+00:00
Rock Paper Scissors,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/73545/rock-paper-scissors,"In Rock Paper Scissors , titular characters, Rock, Paper and Scissors, are a trio of best friends and roommates who lovingly compete over everything in hilarious but mostly wildly absurd ways. Throughout season one, the trio will go to extremes playing hide-and-seek around the world, running from the birthday police, defending the world from an alien invasion, going head-to-head with the Rat Bros and more.",https://static.tvmaze.com/uploads/images/medium_portrait/494/1236032.jpg,2026-06-19T18:14:40+00:00
The Beat with Ari Melber,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/30675/the-beat-with-ari-melber,"The Beat with Ari Melber delivers the biggest political and news stories of the day, with interviews and original reporting from around the nation. An Emmy-winning journalist, attorney and former Senate staffer, Melber cuts through the spin and the noise to tell you what's really happening. Real news, every night.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549475.jpg,2026-06-19T18:14:40+00:00
Carl Higbie Frontline,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/76966/carl-higbie-frontline,"Carl Higbie Frontline focuses on providing commonsense news analysis, exposing big government overreach and the media's shortfalls — all while always fighting for American values. Produced from Newsmax's Manhattan studios covering breaking news and exploring key issues such as personal liberty, security, and government transparency.",https://static.tvmaze.com/uploads/images/medium_portrait/521/1303405.jpg,2026-06-19T18:14:40+00:00
The Hill,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/76886/the-hill,"The Hill on NewsNation combines the power of two trusted news sources into one must-watch hour. The Hill, the nation's #1 political website, and NewsNation, America's fastest-growing cable news network, team up to define today's most-pressing issues, and question Washington's power brokers on what matters most to the people they serve and what matters most to Americans.",https://static.tvmaze.com/uploads/images/medium_portrait/518/1296745.jpg,2026-06-19T18:14:40+00:00
The Bottom Line,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/76778/the-bottom-line,"Dagen McDowell and Sean Duffy take on the hotly debated issues in the business and political world, plus the kitchen table topics that matter most to Americans.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536226.jpg,2026-06-19T18:14:40+00:00
Cops,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/240/cops,"COPS follows police officers, constables, and sheriff's deputies during patrols and various police activities by embedding camera crews with their units. The show's formula adheres to a classic cinéma vérité ethos. With no narration or scripted dialog, it depends entirely on the commentary of the officers and on the actions of the people with whom they come into contact.",https://static.tvmaze.com/uploads/images/medium_portrait/1/4185.jpg,2026-06-19T18:14:40+00:00
ABC World News Tonight with David Muir,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/9659/abc-world-news-tonight-with-david-muir,"With unparalleled resources, World News Tonight with David Muir provides the latest information and analysis of major events from around the country and the world.",https://static.tvmaze.com/uploads/images/medium_portrait/606/1515438.jpg,2026-06-19T18:14:40+00:00
CBS Evening News,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/9660/cbs-evening-news,"The CBS Evening News , a daily evening broadcast featuring news reports, feature stories and interviews by CBS News correspondents and reporters covering events across world.",https://static.tvmaze.com/uploads/images/medium_portrait/608/1520143.jpg,2026-06-19T18:14:40+00:00
NBC Nightly News,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/9539/nbc-nightly-news,"NBC Nightly News is the most-watched evening newscast in America, providing the very latest on the day's top stories and going beyond the headlines to add context and analysis to the most pressing issues of our time, both at home and abroad. We go to the heart of breaking news stories, introduce you to everyday people caught up in extraordinary events, offer in-depth reporting on health and medicine, cover international news as it unfolds and we profile those who inspire us to do better in our popular Making A Difference reports. The award-winning broadcast carries a legacy that spans more than six decades, beginning in 1948 - when NBC started broadcasting television's first-ever regularly scheduled network evening newscast.",https://static.tvmaze.com/uploads/images/medium_portrait/571/1428167.jpg,2026-06-19T18:14:40+00:00
The Weeknight,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/84267/the-weeknight,"One-on-one conversations with politicians and newsmakers, and the breaking issues of the day.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536187.jpg,2026-06-19T18:14:40+00:00
Rob Schmitt Tonight,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/76960/rob-schmitt-tonight,"Rob Schmitt Tonight locks in all the late-breaking stories that matter to you, and delivers the up-to-the-minute news you need to hear before turning in.",https://static.tvmaze.com/uploads/images/medium_portrait/519/1298268.jpg,2026-06-19T18:14:40+00:00
Elizabeth Vargas Reports,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/76989/elizabeth-vargas-reports,In-depth coverage of the biggest news stories of the day; NewsNation's home for exclusive and enterprise reporting; hosted live by Elizabeth Vargas.,https://static.tvmaze.com/uploads/images/medium_portrait/519/1297804.jpg,2026-06-19T18:14:40+00:00
ABC Prime with Linsey Davis,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/76215/abc-prime-with-linsey-davis,"Providing prime-time context and analysis of the day's top stories, as well as in-depth reporting and storytelling from around the country and the globe.",https://static.tvmaze.com/uploads/images/medium_portrait/514/1286702.jpg,2026-06-19T18:14:40+00:00
Barron's Roundtable,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/76773/barrons-roundtable,A weekly primetime series that features interviews with investors and major industry leaders about what to expect in the week ahead on Wall Street.,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536231.jpg,2026-06-19T18:14:40+00:00
WWE Friday Night SmackDown,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/803/wwe-friday-night-smackdown,"Featuring a star-studded cast of WWE Superstars, SmackDown Live delivers a shot of adrenaline to viewers and bring fans over-the-top action, feats of athleticism beyond the reach of mortal men, and WWE's special brand of drama.",https://static.tvmaze.com/uploads/images/medium_portrait/568/1420164.jpg,2026-06-19T18:14:40+00:00
Love After Lockup,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/34212/love-after-lockup,"Couples finally meet their fiancé upon prison release. Once the bars are gone, will their love survive after lockup on the rocky road to the altar? Will the inmates ditch their mate as they face shocking ""firsts"", fights & family drama! Is it true love or just a con?",https://static.tvmaze.com/uploads/images/medium_portrait/441/1104203.jpg,2026-06-19T18:14:40+00:00
Power Book III: Raising Kanan,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/46211/power-book-iii-raising-kanan,Power Book III: Raising Kanan is a prequel story that takes viewers back to the '90s and the early years of iconic Power character Kanan Stark.,https://static.tvmaze.com/uploads/images/medium_portrait/558/1396724.jpg,2026-06-19T18:14:40+00:00
Belle Collective,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/53017/belle-collective,"Belle Collective centers on the personal and professional lives of five successful, glamourous boss women who are redefining what it means to be a southern belle in Jackson, Mississippi. These dynamic women represent Mississippi's finest Black female entrepreneurs, determined to break ceilings–glass and otherwise–while shredding long-held stereotypes of the South. They must set aside their differences to redevelop a struggling mid-twentieth century historic district that was once known as the hub for Black-owned businesses.",https://static.tvmaze.com/uploads/images/medium_portrait/590/1476352.jpg,2026-06-19T18:14:40+00:00
Deadliest Catch,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/798/deadliest-catch,"It's the deadliest job on earth: crab fishing off the Alaskan coast on the icy Bering Sea. These adventurers will battle Arctic weather, brutal waves, and a ticking clock for big money in this modern-day gold rush from which they may never return.",https://static.tvmaze.com/uploads/images/medium_portrait/544/1362281.jpg,2026-06-19T18:14:40+00:00
All In with Chris Hayes,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/9311/all-in-with-chris-hayes,"On All In with Chris Hayes , Chris Hayes delivers impactful stories that don't always make the front page. Drawing from his background as a reporter, Hayes goes on the road to uncover the truth by knocking on doors, digging deeper and speaking with people representing all points of view.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549470.jpg,2026-06-19T18:14:40+00:00
Washington Week with The Atlantic,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/7179/washington-week-with-the-atlantic,"On Washington Week (formerly Washington Week with Gwen Ifill) guest journalists weigh in on issues of the week in this venerable roundtable, the first program ever fed by PBS (previously it had aired on WETA-TV in Washington, D.C., and other East Coast public stations). Though its format is panel discussion, there have been occasional one-on-one interviews, a notable example being host Paul Duke's 1994 White House visit with President Bill Clinton. The series won a DuPont-Columbia University Award in 1974.",https://static.tvmaze.com/uploads/images/medium_portrait/474/1187035.jpg,2026-06-19T18:14:40+00:00
Finnerty,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/80161/finnerty,"Finnerty will look to cut through the noise to bring unfiltered truth, sharp debates, and a focus on the most pressing issues facing America today while standing up for American values.",https://static.tvmaze.com/uploads/images/medium_portrait/539/1348455.jpg,2026-06-19T18:14:40+00:00
On Patrol: First Shift,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/63525/on-patrol-first-shift,"On Patrol: Live's Dan Abrams, Sean ""Sticks"" Larkin, and Curtis Wilson provide a sneak peek at tonight's On Patrol: Live and share favorite moments from previous programs.",https://static.tvmaze.com/uploads/images/medium_portrait/418/1046660.jpg,2026-06-19T18:14:40+00:00
Cuomo,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/64703/cuomo,"Chris Cuomo hosts CUOMO , a no-nonsense show featuring the day's most important news from all perspectives. CUOMO airs weeknights at 8 p.m./7C on NewsNation.",https://static.tvmaze.com/uploads/images/medium_portrait/519/1297793.jpg,2026-06-19T18:14:40+00:00
Variety Studio: Actors on Actors,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/43920/variety-studio-actors-on-actors,"Variety Studio: Actors on Actors is an American entertainment talk show television series co-produced by PBS SoCal and Variety Media. It premiered December 21, 2014 on PBS SoCal.",https://static.tvmaze.com/uploads/images/medium_portrait/491/1228389.jpg,2026-06-19T18:14:40+00:00
Anderson Cooper 360°,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/9070/anderson-cooper-360,"Anderson Cooper 360° (commonly shortened to either AC-360 or 360) is a television news show on CNN, hosted by the American journalist Anderson Cooper. The program covers a number of news stories of the day, usually through live or taped reports from the network's correspondents. The coverage can also include analysis from experts on the issues, commonly featured in or after the taped reports.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536131.jpg,2026-06-19T18:14:40+00:00
20/20,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/1401/2020,"20/20 continues to combine hard-hitting investigative reports, newsmaker interviews and compelling human interest and feature stories.",https://static.tvmaze.com/uploads/images/medium_portrait/479/1198803.jpg,2026-06-19T18:14:40+00:00
The UnXplained,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/42597/the-unxplained,"The UnXplained will tackle subjects that have mystified mankind for centuries, from mysterious structures and cursed ancient cities to extraterrestrial sightings and bizarre rituals. The series will also feature contributions from top scientists, historians, engineers and researchers - each seeking to shed light on how the seemingly impossible can happen.",https://static.tvmaze.com/uploads/images/medium_portrait/555/1387816.jpg,2026-06-19T18:14:40+00:00
Totally Funny Animals,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/74361/totally-funny-animals,"Totally Funny Animals features caught-on-camera videos that highlight the outrageous and wacky world of animals. Hosted by comedian Andy Woodhull, this clip show features everything from sneezing cats and calamitous canines to dumpster-diving bears and rascally racoons.",https://static.tvmaze.com/uploads/images/medium_portrait/502/1256456.jpg,2026-06-19T18:14:40+00:00
The Briefing with Jen Psaki,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/84271/the-briefing-with-jen-psaki,"Based in Washington, D.C., The Briefing with Jen Psaki will pull from Psaki's decades-long experiences on campaign buses, in the Oval Office, at the State Department, and in the briefing room to dissect the most important stories of the day. Every day the show will aim to help viewers better understand the happenings in Washington and around the country, how it impacts their communities, and what leaders are doing to stand up for the people they represent.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536152.jpg,2026-06-19T18:14:40+00:00
On Patrol: Live,series,2026-06-12,TVMaze US,https://www.tvmaze.com/shows/62603/on-patrol-live,"Hosting and executive producing On Patrol: Live is Dan Abrams, CEO and Founder of Abrams Media, host of Dan Abrams Live on NewsNation, Chief Legal Analyst for ABC News, and former host of Live PD . Joining Abrams is Sgt. Sean ""Sticks"" Larkin, retired Tulsa Police Department lieutenant with nearly 25 years of service, and Deputy Sheriff Curtis Wilson , Division Commander with the Richland County Sheriff's Department in Columbia, SC.",https://static.tvmaze.com/uploads/images/medium_portrait/615/1539722.jpg,2026-06-19T18:14:40+00:00
